Chinese gloss	Luobuohe, Eastern	Luobuohe, Western	Chuanqiandian	Chuanqiandian, Central Guizhou	Chuanqiandian, Southern Guizhou	Chuanqiandian, Northeast Yunnan	Xiangxi, West	Xiangxi, East	Qiandong, North	Qiandong, East	Qiandong, South	Qiandong, West	Baheng, West	Baheng, East	Dongnu	Nunu	Numao	Bana	Younuo	She	Jiongnai	Mien	Kim Mun	Biao Min	Zao Min
旗子	qo⁰⁵tɕʰi³¹		tɕʰi³¹	tɕʰi³¹	tɕʰi²¹	ma⁵³pʰə⁵⁵	ci³¹	dʑi³¹	tɕʰi³¹	tɕʰi²²	pe³¹	tɕʰi²¹	qa⁰³tɕʰi³⁵	dʑi³³tsɿ⁰³	ʔa⁰²loŋ¹³kji³¹	ʔpau³³tɕi⁴²	lai⁵⁵	ta⁵³tɕʰi³¹³	hoŋ¹³kʰi¹³	kʰi³¹	kji³³	kei³¹	tʃei³³		
牌	qo⁰⁵pʰɛ³¹		pʰa³¹	pi¹³	pæ⁵³	pʰai³¹	pʰa³¹	bai³¹	pa⁵⁵	pɛ²²	pʰai³¹	pæ⁵⁵	qa⁰³pʰɛ³⁵	bai³³	pɛ³¹	pʰai⁴²	pʰai⁴²	pa³¹³	pa¹³	tsi³³pʰe³¹	pai³¹	paːi³¹	baːi³³	pɛ³¹	
一	ʔi⁵⁵	ʔi³⁵	ʔi⁴³	ʔi²⁴	ʔei³²	ʔi⁵⁵	ʔɑ⁴⁴	ʔa³³	ʔi³³	ʔi²⁴	tiŋ²⁴	ʔi⁴⁴	ji¹¹	ʔi³⁵	ʔi³³	ʔi³³	tɕi³³	ʔa³¹; ʑi¹³	je³³	ʔe³⁵	ʔi⁵³	ʑet²²	ʔa³³	ʔi³³	ʔa⁴⁴
二	ʔu³¹	ʔu³¹	ʔau⁴³	ʔa²⁴	ʔɔ³²	ʔa⁵⁵	ʔɯ³⁵	ʔu⁵³	ʔo³³	ʔou²⁴	ʔu¹³	ʔɔ⁴⁴	ʔua³⁵	ʔua³⁵	ʔɔ³³	ʔau³³	ʔøe³³	ʔu¹³	ʔu⁴⁴	ʔu²²	ʔu⁴⁴	ʔi³³	ʔi³⁵	ʔuəi³³	ʔui⁴²
三	pzi³¹	pji³¹	pe⁴³	pɛ²⁴	pæ³²	tsɿ⁵⁵	pu³⁵	pu⁵³	pi³³	pɛ²⁴	pai¹³	poi⁴⁴	po³⁵	po³⁵	pe³³	pe³³	pa³³	pa¹³	pui⁴⁴	pa²²	pa⁴⁴	po³³	ʔpo³⁵	pau³³	bu⁴²
四	pləu³¹	pləu³¹	plou⁵⁴	plo²⁴	plɔ³²	tɬau⁵⁵	pʐei³⁵	fei⁵³	ɬo³³	so²⁴	tɬɔ¹³	ɬɔ⁴⁴	tji³⁵	tsi³⁵	pla³³	tɕa³³	kjo³³	tɬo¹³	pja⁴⁴	pji³⁵	ple⁴⁴	pei³³	pjei³⁵	pləi³³	pe⁴²
五	pja³¹	pa³¹	tʂi⁴³	pla²⁴	pʐɿ³²	pɯ⁵⁵	pʐɑ³⁵	pja⁵³	tsa³³	tsa²⁴	tɕi¹³	pja⁴⁴	tja³⁵	pja³⁵	pjo³³	pia³³	pja³³	pei¹³	pji⁴⁴	pji²²	pui⁴⁴	pa³³	pja³⁵	pla³³	pja⁴²
六	ʈo²⁴	ʈo³⁵	ʈou⁴⁴	tʂə⁴²	ʂu⁵⁵	tɬau¹¹	ʈɔ⁵³	to³³	tju⁴⁴	tjeu⁴⁴	tju⁴⁴	tju³³	tɕu⁵⁵	tju⁵⁵	ʈu⁴²	tɕu¹³	tju⁴⁴	kjo³⁵	tjo⁵⁴	kɔ³³	tʃo³⁵	ku⁵⁵	kjo³⁵	klɔ⁵³	to⁴⁴
七	zuŋ²⁴	zoŋ³⁵	ɕaŋ⁴⁴	sã²²	tɕaŋ¹³	ɕaɯ³³	tɕoŋ⁴²	zaŋ¹³	ɕoŋ¹³	ɕuŋ⁵³	tsam²²	ɕuŋ²²	tɕaŋ⁴⁴	tɕa³¹	səŋ²²	suəŋ²²	ɕaŋ³¹	ɕuŋ²²	saŋ³²	tsʰuŋ⁵³	ʃəŋ¹¹	sje²¹	ȵi⁴²	ȵi⁴²	ȵi²²
八	ʑa³³	ʑɑ³¹	ʑi²⁴	ʑa⁵⁵	ʑi²¹	ʑɦi³¹	ʑi²²	ʑi³⁵	ʑa³¹	ʑa¹³	ʑi²⁴	ʑa⁵³	ji⁴²	ɕi³¹	ʑo²¹	ʑu²²	ʑa⁴²	ʑa⁵³	ja²¹	ji³⁵	je¹²	ɕet²²	ʑet⁴²	ɕɛt²¹	ʑat²²
九	ʑa³¹	tɕɑ³¹	tɕua³¹	tɕu⁵⁵	tɕa⁵³	dʑɦa³⁵	tɕo³¹	gɯ³¹	tɕə⁵⁵	tɕou²²	tɕu³¹	tɕa⁵⁵	ko³³	ko³³	tɕu¹³	tɕʰu⁴²	tɕu⁵⁵	tɕʰu³¹³	tjeu¹³	kʰju³¹	tʃu³³	do	du³³	ʑu³¹	ku⁵³
十	ʁo³¹	ʁo³¹	kou²⁴	kʰə⁵⁵	ku²¹	gɦau³¹	ku²²	gu³⁵	tɕu³¹	tɕeu¹³	tɕu²⁴	tɕu⁵³	ku⁴²	kʰu³¹	tɕu²¹	tɕʰu²²	tɕɯ⁴²	tɕo⁵³	ko²¹	kʰjɔ³⁵	tʃo¹²	tsjep²²	ʃap⁴²	tʰjat²¹	sjap²²
十一	ʁo³¹ʔi²⁴	ʁo³¹ʔi³⁵	kou²⁴ʔi⁴³	kʰə⁵⁵ʔi²⁴	ku²¹ʔei³²	gɦau³¹ʔi⁵⁵	ʔɑ⁴⁴ku²²ʔɑ⁴⁴	ʔa³³gu³⁵ʔa³³	tɕu³¹qɛ³⁵	tɕeu¹³qei³³	tɕu²⁴ʔe⁵³	tɕu⁵³ʔi⁴⁴	ku⁴²jei⁴²	kʰu³¹ʔie³¹³	tɕu²¹ʔi³³	tɕʰu²²ʔi³³	tɕɯ⁴²ʔi³³	ɕi³¹ʑi¹³	sə²¹je⁵⁵	kʰjɔ³⁵ʔi²²	tʃei³⁵	tsjep²²ʑet⁵⁵	ʃap⁴²ʑet⁵⁵	tɕʰit²¹(tɕi²¹/ʑit⁵³)	sjap²²ʑot⁴⁴
十二	ʁo³¹ʔu³¹	ʁo³¹ʔu³¹	kou²⁴ʔau⁴³	kʰə⁵⁵ʔa²⁴	ku²¹ʔɔ³²	gɦau³¹ʔa⁵⁵	ʔɑ⁴⁴ku²²ʔɯ³⁵	ʔa³³gu³⁵ʔu⁵³	tɕu³¹ʔo³³	tɕeu¹³ʔou²⁴	tɕu²⁴ʔu¹³	tɕu⁵³ʔɔ⁴⁴	ku⁴²ʔua³⁵	kʰu³¹ʔua³⁵	tɕu²¹ʔɔ³³	tɕʰu²²ʔau³³	tɕɯ⁴²ʔøe³³	ɕi³¹ŋ̩⁵³	sə²¹ŋji³²	kʰjɔ³⁵ʔu²²	tʃəŋ¹²ŋjin¹¹	tsjep²²ȵei²¹	ʃap⁴²ȵei⁴²	tɕi²¹ȵi⁴²	sjap²²ȵi²²
十三	ʁo³¹pzi³¹	ʁo³¹pji³¹	kou²⁴pe⁴³	kʰə⁵⁵pɛ²⁴	ku²¹pæ³²	gɦau³¹tsɿ⁵⁵	ʔɑ⁴⁴ku²²pu³⁵	ʔa³³gu³⁵pu⁵³	tɕu³¹pi³³	tɕeu¹³pɛ²⁴	tɕu²⁴pai¹³	tɕu⁵³poi⁴⁴	ku⁴²po³⁵	kʰu³¹po³⁵	tɕu²¹pe³³	tɕʰu²²pe³³	tɕɯ⁴²pa³³	ɕi³¹son¹³	sə²¹ɬeu⁴⁴	kʰjɔ³⁵pa²²	tʃi¹²səu³³	tsjep²²faːm³³	ʃap⁴²faːm³⁵	tɕi²¹san³³	sjap²²hom⁴⁴
十四	ʁo³¹pləu³¹	ʁo³¹pləu³¹	kou²⁴plou⁴³	kʰə⁵⁵plo²⁴	ku²¹plɔ³²	gɦau³¹tɬau⁵⁵	ʔɑ⁴⁴ku²²pʐei³⁵	ʔa³³gu³⁵fei⁵³	tɕu³¹ɬo³³	tɕeu¹³so¹³	tɕu²⁴tɬɔ¹³	tɕu⁵³ɬɔ⁴⁴	ku⁴²tji³⁵	kʰu³¹tsi³⁵	tɕu²¹pla³³	tɕʰu²²tɕa³³	tɕɯ⁴²kjo³³	ɕi³¹sai⁵⁵	sə²¹ɬai⁵⁴	kʰjɔ³⁵pji³⁵	tʃo¹²θai⁵³	tsjep²²fei²⁴	ʃap⁴²tei⁵⁵	tɕi²¹səi²⁴	sjap²²he⁴²
十五	ʁo³¹pja³¹	ʁo³¹pa³¹	kou²⁴tʂi⁴³	kʰə⁵⁵pla²⁴	ku²¹pʐɪ³²	gɦau³¹pɯ⁵⁵	ʔɑ⁴⁴ku²²pʐɑ³⁵	ʔa³³gu³⁵pja⁵³	tɕu³¹tsa³³	tɕeu¹³tsa²⁴	tɕu²⁴tɕi¹³	tɕu⁵³pja⁴⁴	ku⁴²tja³⁵	kʰu³¹pja³⁵	tɕu²¹pjo³³	tɕʰu²²pia³³	tɕɯ⁴²pja³³	ɕi³¹ŋ̩³¹	sə²¹ŋ̩³²	kʰjɔ³⁵pji²²	ʃi¹²ŋɒŋ¹¹	tsjep²²m̥m³³	ʃap⁴²ŋou³¹	tɕi²¹uŋ⁴²	sjap²²ŋ̩⁴⁴
十六	ʁo³¹ʈo²⁴	ʁo³¹ʈo³⁵	kou²⁴ʈou⁴⁴	kʰə⁵⁵tʂə⁴²	ku²¹ʂu⁵⁵	gɦau³¹tɬau¹¹	ʔɑ⁴⁴ku²²ʈɔ⁵³	ʔa³³gu³⁵to³³	tɕu³¹tju⁴⁴	tɕeu¹³tjeu⁴⁴	tɕu²⁴tju⁴⁴	tɕu⁵³tju³³	ku⁴²tɕu⁵⁵	kʰu³¹tju⁵⁵	tɕu²¹ʈu⁴²	tɕʰu²²tɕu¹³	tɕɯ⁴²tju⁴⁴	ɕi³¹ljeu³¹	sə²¹ly²¹	kʰjɔ³⁵kɔ³³	ʃi¹²ljau¹²	tsjep²²lo²²	ʃap⁴²gu⁴²	tɕi²¹ɬjɔ²¹	sjap²²lja²²
十	ʁo³¹	ʁo³¹	kou²⁴	kʰə⁵⁵	ku²¹	gɦau³¹	ku²²	gu³⁵	tɕu³¹	tɕeu¹³	tɕu²⁴	tɕu⁵³	ku⁴²	kʰu³¹	tɕu²¹	tɕʰu²²	tɕɯ⁴²			kʰjɔ³⁵	tʃo¹²	tsjep²²	ʃap⁴²		sjap²²
十七	ʁo³¹zuŋ²⁴	ʁo³¹zoŋ³⁵	kou²⁴ɕaŋ⁴⁴	kʰə⁵⁵sã²²	ku²¹tɕaŋ¹³	gɦau³¹ɕaɯ³³	ʔɑ⁴⁴ku²²tɕoŋ⁴²	ʔa³³gu³⁵zaŋ¹³	tɕu³¹ɕoŋ¹³	tɕeu¹³ɕuŋ⁵³	tɕu²⁴tsam²²	tɕu⁵³ɕuŋ²²	ku⁴²tɕaŋ⁴⁴	kʰu³¹tɕa³¹	tɕu²¹səŋ²²	tɕʰu²²suəŋ²²	tɕɯ⁴²ɕaŋ³¹	ɕi³¹tsʰai⁴⁴	sə²¹tʰa⁵⁵	kʰjɔ³⁵tsʰuŋ⁵³	ʃi¹²ʃai³⁵	tsjep²²tsʰjet⁵⁵	ʃap⁴²kʰjat¹¹	tɕi²¹tsʰat⁵³	sjap²²hut⁴⁴
十	ʁo³¹	ʁo³¹	kou²⁴	kʰə⁵⁵	ku²¹	gɦau³¹	ku²²	gu³⁵	tɕu³¹	tɕeu¹³	tɕu²⁴	tɕu⁵³	ku⁴²	kʰu³¹	tɕu²¹	tɕʰu²²	tɕɯ⁴²			kʰjɔ³⁵	tʃo¹²	tsjep²²	ʃap⁴²		sjap²²
十八	ʁo³¹ʑa³³	ʁo³¹ʑɑ³¹	kou²⁴ʑi²⁴	kʰə⁵⁵ʑa⁵⁵	ku²¹ʑi²¹	gɦau³¹ʑɦi³¹	ʔɑ⁴⁴ku²²ʑi²²	ʔa³³gu³⁵ʑi³⁵	tɕu³¹ʑa³¹	tɕeu¹³ʑa¹³	tɕu²⁴ʑi²⁴	tɕu⁵³ʑa⁵³	ku⁴²ji⁴²	kʰu³¹ɕi³¹	tɕu²¹ʑo²¹	tɕʰu²²ʑu²²	tɕɯ⁴²ʑa⁴²	ɕi³¹pa⁴⁴	sə²¹po⁵⁵	kʰjɔ³⁵ji³⁵	ʃi¹²ʍa³⁵	tsjep²²pet⁵⁵	ʃap⁴²ʔpeːt³⁵	tɕi²¹pət⁵³	sjap²²bet⁴⁴
十九	ʁo³¹ʑa³¹	ʁo³¹tɕɑ³¹	kou²⁴tɕua³¹	kʰə⁵⁵tɕu⁵⁵	ku²¹tɕa⁵³	gɦau³¹dʑɦa³⁵	ʔɑ⁴⁴ku²²tɕo³¹	ʔa³³gu³⁵gɯ³¹	tɕu³¹tɕə⁵⁵	tɕeu¹³tɕou²²	tɕu²⁴tɕu³¹	tɕu⁵³tɕa⁵⁵	ku⁴²ko³³	kʰu³¹ko³³	tɕu²¹tɕu¹³	tɕʰu²²tɕʰu⁴²	tɕɯ⁴²tɕu⁵⁵	ɕi³¹tɕu⁴⁴	sə²¹kjeu⁵⁵	kʰjɔ³⁵kʰju³¹	ʃi¹²jo³⁵	tsjep²²tɕo⁵³	ʃap⁴²tʃu⁵¹	tɕi²¹tju³⁵	sjap²²ku²⁴
二十	ʔu³¹ʑo³³	ʔu³¹ʑo³¹	nen²¹ŋkou²⁴	ȵã³¹ŋkə⁵⁵	ȵa⁵³ŋku²¹	ȵɦi³¹ŋgɦau³¹	ʔɯ³⁵ku²²	ʔu⁵³gu³⁵	ʔo³³tɕu³¹	ȵuŋ⁵³tɕeu¹³	ȵam²²tɕu²⁴	ʔɔ⁴⁴tɕu⁵³	ȵaŋ⁴⁴ku⁴²	ȵa³¹kʰu³¹	ȵaŋ²³¹tɕu²¹	ȵuəŋ⁴⁴tɕʰu²²	ȵaŋ⁵³tɕɯ⁴²	ŋ̩⁵³ɕi³¹	ŋji²¹se²¹	ŋji³¹	ŋji¹¹ʃei¹²	ȵi²¹tsjep²²	ȵi⁴²ʃap⁴²	ȵi⁴²tʰjat²¹	ȵi²²sjap²²
三十	pzi³¹ʑo³³	pji³¹ʑo³¹	pi⁴³tɕou²⁴	pɛ²⁴tɕə⁵⁵	pæ³²tɕu²¹	tsɿ⁵⁵dʑɦau¹¹	pu³⁵ku²²	pu⁵³gu³⁵	pi³³tɕu³¹	pɛ²⁴tɕeu¹³	pai¹³tɕu²⁴	poi⁴⁴tɕu⁵³	saŋ³³ku⁴²	saŋ³⁵kʰu³¹	pe³³tɕu²¹	pe³³tɕʰu²²	pa³³tɕɯ⁴²	son¹³ɕi³¹	ɬeu⁴⁴se²¹	saŋ²²	san⁴⁴ʃei¹²	fa³¹tsjep²²	taːm³⁵ʃap⁴²	san³³tʰjat²¹	hom⁴⁴sjap²²
百	pzi²⁴	pji³⁵	pua⁴⁴	pa⁴²	pa⁵⁵	pa³³	pa⁵³	ʔa³³pei³³	pa⁴⁴	pɛ⁴⁴	ti²¹pe⁴⁴	pæ³³	pei⁵⁵	pe⁵⁵	pi⁴²	pei¹³	pai⁴⁴	ʔa³¹pai³⁵	pe⁵⁴	pa³³	pa³⁵	pɛ⁵⁵	ʔpe³⁵	pɛ⁵³	ba⁴⁴
位（客）	zaŋ⁵⁵	ðɑŋ⁵⁵	len³¹	nĩ²²	læn⁵³	lɯ⁵⁵	le³⁵	ʔlei⁵³	lɛ⁵⁵	lei²²	to²⁴¹	lei⁵⁵	le³³	nai³³	no³³; toŋ²³¹	nu⁴²	lu³³	le³¹³	leu¹³	naŋ²²	laŋ⁴⁴	laːn³¹	ʔtau³³	tau³¹	na⁴⁴
个（蛋）	ʔlaŋ³¹	ʔlɑŋ³¹	lo⁴³	nə̃²⁴	noŋ³²	lu⁵⁵	le³⁵	ʔlei⁵³	lɛ³³	lei²⁴	lo¹³	lei⁴⁴	laŋ³⁵	laŋ³⁵	loŋ³³	ʔluəŋ³³	mai⁴²	lon¹³	leu⁴⁴	naŋ²²	laŋ⁴⁴	noːm³³	no³⁵	tja⁵³	na⁴⁴
只（鸡）	zaŋ⁵⁵	ðɑŋ⁵⁵	to²¹	tə̃³¹	toŋ¹¹	du³³	ŋoŋ²²	ŋ̩⁵⁵	tɛ¹¹	tei²¹²	to²⁴¹	tei²¹	neŋ¹¹	ŋ̩³³	toŋ²³¹	tʰu⁴⁴	mai⁴²	ton³¹	teu³²	tʰaŋ⁵³	ðaŋ³¹	noːm³³	ʔtau³³	tau³¹	tsa⁴⁴
条（河）	ʑo³¹	ʑo³¹	tso³¹	tɕə⁵⁵	tɕɔ⁵³	baɯ⁵³	qɯ³⁵	dei⁵⁵	tɕo⁵⁵	tɕou²²	tja³¹	tɕo⁵⁵	tai³³	tei³³	tɕa¹³	ka³³	tjan³³	tai³¹³	tjeu¹³	kʰja³¹	ðei³³	tju³¹	no³⁵	tju³¹	tju⁵³
棵（树）	ʈen³¹	ʈen³¹	tʂau⁴³	tə̃³¹	toŋ¹¹	faɯ⁵⁵	ʈu⁴²	dei⁵⁵	tɛ¹¹	tei²¹²	to²⁴¹	tei²¹	tai³³	tei³³	koŋ³³	ko³³	fou³³	tai³¹³	kau⁴⁴	kʰɔŋ⁵³	ðaŋ³¹	tsuŋ³¹	kʰom⁵¹	plɔŋ³¹	kon⁴⁴
根（棍）	ʈen³¹	ʈen³¹	to²¹	tə̃³¹	ʈua³²	tu³³	te²²	dei⁵⁵	tjaŋ³³	tɕou²²	tjan¹³	tjæ̃⁴⁴	tai³³	qai⁵³	tɕa¹³	ko³³	mai⁴²	tai³¹³	tjeu¹³	ŋjin³¹	ðei³³	tju³¹	tin³⁵	nɔ³³; tɕi³³	kon⁴⁴
块	ntsʰi³³	ntsʰe³¹	tsʰi⁴³	tɬe⁵⁵	mple⁴⁴	tɕo⁵⁵	kɑ²²; len³¹	pʰu⁵⁵	lju¹¹	lan²¹²	lo¹³	ɬe⁵³	laŋ³⁵	laŋ³⁵	loŋ³³	ʔluəŋ³³	luŋ³³	lon¹³	tsʰi³²	naŋ²²	kei³⁵	noːm³³	no³⁵	tja⁵³	fai²⁴
双	ŋgo³³	ŋgo³¹	ŋkeu²⁴	ŋkə⁵⁵	ŋkə²¹	ȵdʑɦey¹¹	ŋoŋ²²	ŋa³⁵	nju³¹	njo¹³	ȵa²⁴	njo⁵³	ŋeu⁴²	ŋkʰeu³¹	ŋku²¹	ku²²	ɕou³¹	dʑeu⁵³	ty⁵⁴	hjaŋ²²	ntʃau¹²	lɛŋ²¹	gjaŋ⁴²	lɛ⁴²	ʑaŋ²²
层	ndzaŋ³¹	ndzɑŋ³¹	tsʰen³¹	nzə̃²²	ŋkaŋ²³²	tsɯ¹¹	tʰe³⁵	tsen¹³	saŋ⁵⁵		saŋ³¹	saŋ⁵⁵	teŋ³¹	dzen³³	san³³	sen⁴²	tsei⁵⁵	tɕʰuŋ³¹³	tʰan¹³	kʰaŋ³¹	ntʃaŋ³³	tsaŋ³¹	zam⁴²	dzən⁴²	pi⁵³
件	ʔlaŋ³¹	pʰoŋ³¹	pʰau⁴³	lẽ³¹	tæ⁵³	lu⁵⁵	ntʰɛ³⁵	tʰei⁵³	pʰaŋ³³	tan¹³	pʰaŋ¹³	tue⁵⁵	qe⁵³	qai⁵³	ȵtɕo³¹	tɕu²²	luŋ³³	tai³¹³	len⁵⁴	tʰa³¹	ðaŋ³¹	tei²⁴	pʰjen⁵¹	pʰin³⁵	ljaŋ⁴⁴
句	ʂa³¹	sɑ³¹	lo⁴⁴	nə̃²⁴	ȵtɕu⁵³	lo³³	ntɔ⁵³	tjaŋ⁵³	lɛ³³	lei²⁴	lo¹³	lei⁴⁴	ho³¹	ho³¹³	he³³	xe³⁵	luŋ³³	ɕu¹³	tjaŋ⁴⁴	tjuŋ³³	tjəŋ⁴⁴	tɕəu²⁴	tʃeu⁵⁵	tjəu²⁴	
首	ʁuŋ³¹	ŋgo³¹	ʐaŋ³¹		ŋkə²¹	dzɦo³⁵	ʈu⁴²	sei⁵⁵	tju⁵⁵		tɕi²⁴¹	pja²²	tʰje⁵⁵		tɕa³³	tɕʰa⁴²		tɕa³¹	tjeu¹³	ŋjin³¹	ðei³³	sjəu⁵³	ʔtjeu³³	tju³¹	
斤	tɕin³¹	tɕin³¹	ki⁵⁵	tɕẽ²⁴	tɕen³²	ki³³	koŋ³⁵	kaŋ⁵³	tɕaŋ³³	li⁵³	tɕan²⁴¹	tɕin⁴⁴	koŋ³⁵	kuŋ³⁵	ke³³	pak³⁵	pa⁴²	tɕi⁴⁴	kaŋ⁴⁴	kjuŋ²²	tʃuŋ⁴⁴	tɕaːn³³	ʃaːn³⁵	tjɔn³³	tsan
两	laŋ⁵⁵	lɑŋ⁵⁵	li²¹	lã³¹	ʈaŋ²¹	lɦi¹¹	tɕi³¹	zɿ³³	ljaŋ¹¹	ljaŋ²¹²	ljo²²	ljaŋ²¹	ljaŋ³³	ljaŋ³¹	ɳʈa³¹	tia³³	lje¹³	ljon³¹	ljeu⁵⁴	njaŋ⁵³	ljaŋ¹¹	luŋ²³¹	guŋ³¹	luə⁴²	liŋ⁴⁴
丈	tsaŋ³³	tsɑŋ³¹	tʂaŋ²⁴		tsaŋ¹³	ɳdʐɦa¹¹	tɕɑŋ³⁵	tsaŋ¹³	tsaŋ¹³		tɬjan³¹	tɕaŋ²²	saŋ⁵³	ɕaŋ⁵³	tsəŋ³¹	siaŋ²²	tɕeŋ⁵⁵	tɕon⁵³	tjeu²¹	kʰaŋ⁵³	ʃaŋ¹¹	tsuŋ²³¹	tʃuŋ⁴²	tjuə⁴²	tiŋ⁴⁴
尺	tsʰɿ³¹	tsʰɿ³¹	tʂʰi²⁴		ʂɯ¹¹	tʂʰʅ³¹	tɕʰi³¹	tsʰɿ⁵³	tɕʰi⁵³		teu⁴⁴	tɕʰi¹¹	tʰei⁵⁵	tʰi⁵⁵	tsi³¹	sik³⁵	tɕou¹³	tɕʰi⁴⁴	tsʰie⁵⁵	tʰi³³	tʰi³⁵	tsʰi⁵⁵	tʃʰi¹¹	tɕʰi⁵³	
元	ntsʰie³³	ntsʰe³¹	tɬai²⁴	tɬe⁵⁵	ʑan²¹	dlɦi³⁵	kɑ²²	xi⁵⁵	kʰɛ⁵⁵	lan²¹²	lan²⁴¹		qɛ⁵³		mɛ³³	men⁴²		se³⁵	tsʰi³³	naŋ²²	men⁴⁴	kʰwai⁵³	no³⁵	kʰwai²⁴	
年	nen³¹	nen³¹	ɕoŋ⁴⁴	sʰõ⁴²	tɕaŋ⁵⁵	ɕau³³	tɕu⁵³	tsu³³	n̥ju⁴⁴	njeu⁴⁴	ȵ̥u⁴⁴	ne⁵⁵	tɕaŋ⁵⁵	tɕuŋ⁵⁵	tsau⁴²	saŋ¹³	tsou⁴⁴	tɕo³⁵	tjoŋ⁵⁴	jɔ³³	ŋ̥jɒ³⁵	ȵ̥aŋ²⁴	ȵaŋ³¹	ȵɛn³¹	ȵaŋ⁴²
月	ɬa²⁴na³¹	ɬɑ³⁵	lo⁴³ɬi⁴⁴	ɬa⁴²	li³⁵	ɬi³³	tɕo³¹ɬɑ⁵³	ɬa³³	ɬʰa⁴⁴	la⁴⁴	ɬei⁴⁴	la³³	ɬa⁵⁵to³⁵	ɬa⁵⁵to³⁵	ɬu⁴²	lu¹³	ɬo⁴⁴	la³⁵	la⁵⁴	naŋ²²ne³³nɔ²²	ɬe³⁵	ɬa²⁴	la³¹	ɬa²⁴	lo⁴²
天	na³¹	n̥ɑ³¹	n̥o⁴³	n̥ə̃²⁴	noŋ²²	n̥u⁵⁵	n̥e³⁵	n̥ei⁵³	n̥ɛ³³	nei²⁴	n̥o¹³	nei⁴⁴	n̥ei³⁵	n̥e³⁵	n̥əŋ³³	nuəŋ³³	n̥aŋ³³	ni¹³	no⁴⁴	nɔ²²	n̥o⁴⁴	n̥oːi³³	noːi¹¹	n̥ɔi³³	nai⁴⁴
岁	nen³¹	nen³¹	ɕoŋ⁴⁴	sʰõ⁴²	tɕaŋ⁵⁵	ɕau³³	tɕu⁵³	tsu³³	n̥ju⁴⁴	njeu⁴⁴	ȵ̥u⁴⁴	nju³³	tɕaŋ⁵⁵	tɕuŋ⁵⁵	tsau⁴²	saŋ¹³	tsou⁴⁴	tɕo³⁵	ɬy⁵⁴	sui⁵⁵	ŋ̥jɒ³⁵	fui²⁴	ȵaŋ³¹	ȵ̥aŋ²⁴	ȵaŋ⁴²
每天	mei⁵⁵na³¹	n̥ɑ³¹n̥ɑ³¹	n̥o⁴³n̥o⁴³	n̥ə̃²⁴n̥ə̃²⁴	noŋ²²noŋ²²	tsʰa³³n̥u⁵⁵	n̥e³⁵n̥e³⁵	n̥ei³³n̥ei³³	n̥ɛ³³n̥ɛ³³	mei³³nei²⁴	n̥o¹³n̥o¹³		mai³¹n̥ei³⁵		n̥əŋ³³n̥əŋ³³	nuəŋ³³nuəŋ³³	n̥aŋ³³n̥aŋ³³	mei³¹ʔa³¹ni¹³	mei³³no⁴⁴	mui³⁵nɔ²²	n̥o⁴⁴n̥o⁴⁴	n̥oːi³³n̥oːi³³	noːi¹¹noːi¹¹	n̥ɔi³³n̥ɔi³³	nai⁴⁴nai⁴⁴
前面	pʰje²⁴tei⁵⁵zei³³	tɕi⁵⁵ði³¹	tau²⁴nte³¹	sõ¹³plẽ³¹	tɕaŋ¹³mplæn⁵³	ʔi⁵⁵tʰa¹¹	kɯ⁴⁴nə²²	ʔʑi⁵⁵dəɯ³¹	taŋ¹¹fʰu³⁵	taŋ²¹²ten²²	taŋ⁴⁴ʔo¹³	qa²¹tue⁵⁵	ʔa⁰³moŋ³¹ȵ̥ei⁵³	ta³¹tu³³	pʰa⁴²ntɬəŋ¹³	pʰa¹³tɕeŋ⁴²	tan⁵⁵ku³¹nu⁵⁵nai¹³	tsjen³¹³pjen³³	neŋ³²mo³²	ka⁰³pɔ³¹kɔ⁵⁵	mpla³³ðan³³pin⁴⁴	dzu³¹m̥jen³³	ka⁰²daŋ⁴²	ʔi⁵³dʑɛn⁴²	hen⁴⁴koŋ²²
后面	pʰje²⁴tei⁵⁵qʁen³³	tə⁰²qwen³¹	tau²⁴qaŋ⁴³	sə¹³qə⁵⁵	ɳʈaŋ⁴⁴hua³²	ʔa⁵⁵qɯ⁵⁵	kɯ⁴⁴ʈei⁵³	tei⁵³pja³⁵	taŋ¹¹qaŋ³³	taŋ²¹²qan²⁴	taŋ⁴⁴na⁵³	taŋ²¹qæ̃⁴⁴	ta³¹tjeu⁴²ȵ̥ei⁵³	ta³¹ti⁵⁵	pʰa⁴²ku²¹	pʰa¹³kʰu²²	pʰa³³kɯ⁵³	dai²²kaŋ¹³	ko⁵⁴kan⁴⁴	kaŋ²²kɔ⁵⁵	ðo¹¹pin⁴⁴	gaːŋ³³gaːŋ³³	ka⁰²daŋ³⁵	kʰən²⁴ti³⁵	kai⁴⁴sin⁴⁴koŋ⁴⁴
